id,title,new_add,소재지주소,지정일자,음식의유형,주된음식종류,call,img_url,Latitude,Longitude
321,임단아갈비탕전문점,"대전광역시 대덕구 신탄진동로 13, 1층 (신탄진동)","대전광역시 대덕구 신탄진동 154-5 ,29 ",19991206,,갈비탕,042 935 2837,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210720_159%2F1626774308695QN1Fq_JPEG%2F5NA5Z4PbdhDX8IRSINp4uHX9.jpg,36.4478666,127.4309143
322,설악칡냉면,대전광역시 대덕구 덕암북로58번길 7 (덕암동),대전광역시 대덕구 덕암동 9-7 ,20080707,,"칡냉면, 돼지갈비, 갈비탕",042 933 5252,NULL,36.4447132,127.423389
323,이조갈비식당,대전광역시 대덕구 신탄진동로23번길 51 (신탄진동),대전광역시 대덕구 신탄진동 141-6 ,20081230,,"돼지갈비,삼겹살", 042 9329050,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_26%2F1548831344499sJIkx_JPEG%2FgVVDmCdh4VGAnvE6N7i_D4xj.jpeg.jpg,36.4500489,127.4311851
324,설악추어탕식당,"대전광역시 대덕구 대덕대로1458번길 8, 1층 (목상동)",대전광역시 대덕구 목상동 147-2 (1층) ,20070702,한식,추어탕, 042 9324466,NULL,36.4479074,127.4107065
325,늘봄식당,대전광역시 대덕구 신탄진동로 38-1 (신탄진동),대전광역시 대덕구 신탄진동 160-2 ,20081230,,"차돌박이,돼지갈비", 042 9327282,NULL,36.4477683,127.4337362
326,콩마니손두부,"대전광역시 대덕구 동춘당로44번길 12, 1층 (송촌동)",대전광역시 대덕구 송촌동 504-5 (1층) ,20100705,,"손두부,두부전골,청국장",042 626 5288,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190701_55%2F1561978227635IEyu9_JPEG%2FAIH7objRnkoPwcTqDJoU45o5.jpg,36.3627958,127.4448257
327,신모란식당,대전광역시 대덕구 석봉로44번길 39 (석봉동),대전광역시 대덕구 석봉동 180-17 ,20020415,,삼겹살, 042 9320325,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200216_215%2F1581845174954HrtCi_JPEG%2FVB32PoPx8PdHjksfQgWyXZ-b.jpeg.jpg,36.445459,127.4268615
328,홍콩삼겹살식당,대전광역시 대덕구 계족산로81번길 11 (송촌동),대전광역시 대덕구 송촌동 475-4 ,20060925,,생삼겹살, 042 6286755,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_24%2F1441065513851TqUCB_JPEG%2FSUBMIT_1374641161000_16040129.jpg,36.3636408,127.4399312
329,리에또식당,대전광역시 대덕구 선비마을로6번길 29 (송촌동),대전광역시 대덕구 송촌동 551-5 ,20080707,,"치킨스테이크, 해물스파케티, 고구마피자",6387060,NULL,36.3616051,127.4471185
330,나래원식당,"대전광역시 대덕구 비래동로16번길 13, 1층 (비래동)",대전광역시 대덕구 비래동 139-10 (1층) ,20110404,한식,"달볶음탕, 안동찜닭",042 252 0838,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA2MTRfNTcg%2FMDAxNTkyMTE1NjQ3MTY1.mnkcFWw4YnESKarSPQebSby78LJwSwhf6JGQR7xA_cgg.cK2Hqw8BFpowvNoXqra6RhbZiwiuRDt4wRCAxzze0Hsg.JPEG.hhsea%2F1592115647113.jpg,36.3552235,127.4506655
331,혜성옥,대전광역시 대덕구 한밭대로 1147 (중리동),대전광역시 대덕구 중리동 410-3 ,20030414,,돌솥설렁탕,042 673 4895,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_112%2F1440988719802N7BU8_JPEG%2F10997872_0.jpg,36.3593016,127.4259228
332,월산본가,"대전광역시 대덕구 계족산로81번길 87, 2층 (송촌동)",대전광역시 대덕구 송촌동 449-4 (2층) ,20150923,한식,"갈비탕, 석갈비", 042 6216500,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMTRfMTU5%2FMDAxNTE1OTE1OTAzNDYw.OCixX05AgGi6DFcNsNrg_XlNqdq13EjtBFnO8QlUkgUg.aQYhpDCJkW3c7GepZXc6WcyFWSfG_8quylXQttQulpcg.JPEG.chlrmadus474%2F%25B4%25EB%25C0%25FC_%25BC%25DB%25C3%25CC%25B5%25BF_%25B0%25A5%25BA%25F1%25C5%25C15.jpg,36.3660427,127.4372474
333,청주남주동해장국식당,대전광역시 대덕구 대덕대로1458번길 9 (목상동),대전광역시 대덕구 목상동 148-4 ,20040408,,해장국, 042 9359575,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTEwMTZfMjE3%2FMDAxNTcxMjE2NzIwMDk1.X-IcJkw6E4c0oHc4Ef2QkDr-n-CzBlpF01kyKRIM2LUg.NfX1stEuSn9jd1Z46FXLQe7CTI2T8cg9KmqmgipQBPwg.JPEG.butysliver486%2FKakaoTalk_20191016_170913882_03.jpg,36.44801,127.4110393
334,광천순대대덕점,"대전광역시 대덕구 한남로137번길 31, 1층 (오정동)",대전광역시 대덕구 오정동 489-22 (1층) ,20161014,한식,순대국밥,042 625 7875,NULL,36.3466915,127.4166538
335,푸짐한활어회본점식당,대전광역시 대덕구 송촌남로56번길 1 (송촌동),대전광역시 대덕구 송촌동 292-1 ,20060630,,활어회,042 626 8008,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20140211_269%2Fioi123456789_13920854326780KplN_JPEG%2F2014_02_01_food_0023_copy.jpg,36.3555884,127.4436301
336,구구전복삼계탕,"대전광역시 대덕구 비래서로81번길 2, 1층 (비래동)",대전광역시 대덕구 비래동 151-13 (1층) ,20150713,한식,삼계탕, 042 6239952,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170714_258%2F1500017412844Js5Hy_JPEG%2FuserRegistration_6144c8d38ff04be5ad499ec8926d4f58_20170713_162207.jpg,36.3545386,127.4536363
337,신탄면옥,대전광역시 대덕구 덕암북로104번길 74 (덕암동),대전광역시 대덕구 덕암동 48-10 ,20150818,한식,"돼지갈비, 냉면", 042 9358288,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181102_153%2F15411232657267wDtj_JPEG%2FOGmOESka10L5_NP3117laXUp.jpg,36.4396178,127.4266212
338,더원막창,"대전광역시 대덕구 한밭대로 1144, 1층 (중리동)",대전광역시 대덕구 중리동 236-6 (1층) ,20060925,한식,"소막창, 돼지막창",042 621 1992,NULL,36.358561,127.4255973
339,조선화로집 송촌점,"대전광역시 대덕구 동춘당로 79, 1층 (송촌동)",대전광역시 대덕구 송촌동 477-1 (1층) ,20140410,식육취급,갈비,042 632 9295,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191219_199%2F1576722517924FJwVg_JPEG%2FojvMe8BZAjCeMda7jnvtamPO.jpg,36.3640839,127.4406167
340,소륜소반,"대전광역시 대덕구 대전로 1394, 1층 (읍내동)",대전광역시 대덕구 읍내동 248-6 외 3필지(1층) ,20150923,한식,감자탕,042 637 6601,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220122_259%2F1642812063899U01If_JPEG%2F23_%25B8%25F0%25B5%25EB%25C4%25C6_9.jpg,36.3780331,127.421647
341,일미구이식당,대전광역시 대덕구 중리로 14 (중리동),대전광역시 대덕구 중리동 411-2 ,20151217,한식,돼지양념갈비,042 672 4288,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAzMjhfNzIg%2FMDAxNTUzNzAyMjMyOTgz.Q7AgYM9csAIga-UI2AjkiQiGkQDIxXWJw4txjg7-glwg.IOKxQbak3vHZI4ilQzwP4V8Tn3HbvZFjDfHNPW0K-qUg.PNG.kyj3731%2F%25B1%25D7%25B8%25B237.png,36.3601124,127.4254889
342,읍내동풍천민물장어,"대전광역시 대덕구 계족로 760, 2층 (읍내동)",대전광역시 대덕구 읍내동 573-1 (2층) ,20161014,한식,장어구이,042 627 8899,NULL,36.3790873,127.4270223
343,신탄장어가참숯구이,"대전광역시 대덕구 신탄진로790번길 28, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 154-6 (1층) ,20071023,한식,장어구이,042 933 5344,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220725_121%2F1658751572642ndCUj_JPEG%2F20220723_170114.jpg,36.4482197,127.4316279
344,대복삼겹신탄진점,"대전광역시 대덕구 신탄진동로23번길 52 (신탄진동,(1층))",대전광역시 대덕구 신탄진동 139-1 (1층) ,20081230,한식,대패삼겹살,042 931 9288,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201111_272%2F1605069845969sPwcJ_JPEG%2F5e_GzxLNYQx05qZ7dwZjZhod.jpg,36.450064,127.4315174
345,코다리밥상,"대전광역시 대덕구 송촌북로36번길 24, 2층 (송촌동)",대전광역시 대덕구 송촌동 450-5 (2층) ,20161014,한식,명태찜,042 624 0300,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_253%2F1575433478936aS9Xb_JPEG%2F3bONVDyXQ0mfK7SCn9l55tET.jpeg.jpg,36.3657605,127.4376227
346,꽁뚜식당,"대전광역시 대덕구 신탄진로36번길 111, 2.3층 (연축동)","대전광역시 대덕구 연축동 69-5 ,12(2,3층) ",20081009,,북경오리,042 483 9999,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_210%2F1441010659283cCu7W_PNG%2FSUBMIT_1370237994413_19700325.png,36.3888966,127.4274397
347,개성집,"대전광역시 대덕구 계족산로81번길 102, 1층 (송촌동)",대전광역시 대덕구 송촌동 447-2 1층 ,20161215,한식,"명태문어조림,명태단호박갈비조림",042 638 6678,NULL,36.3667973,127.4371261
348,원조설악추어탕식당,"대전광역시 대덕구 덕암북로48번길 9, 1층 (덕암동)",대전광역시 대덕구 덕암동 8-15 1층 ,20170410,한식,추어탕,042 932 7000,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMjVfMjQ1%2FMDAxNjA4ODU3NTM4Mjgx.sm_4Qs6LjuJGq39w4EXURuzswc5WqBgV-C-GzrGbmFEg.NokDwLVD-8AM-qe_9gpaAVD6jFC7cgGFXjrGTB_vCkcg.JPEG.mirae723%2F2_%25282%2529.jpg,36.4451441,127.4223083
349,이순신소국밥송촌점,"대전광역시 대덕구 동춘당로 79, 1층 (송촌동)",대전광역시 대덕구 송촌동 477-1 (1층) ,20091005,한식,소국밥,042 639 8077,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190730_124%2F15644623290566CU8T_JPEG%2FSUS4dRD2FE_nCIc9ReYP7j1-.jpg,36.3640839,127.4406167
350,맛유락,"대전광역시 대덕구 계족산로81번길 92, 2층 (송촌동)",대전광역시 대덕구 송촌동 447-4 ,20120404,한식,찜닭,042 635 5212,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_4%2F1625664056057kOQdN_JPEG%2FGdLIsrPRuN61XBzTfDLSASX4.jpg,36.3665008,127.4375049
351,또랑,"대전광역시 대덕구 계족로 550 (중리동,지상1층)",대전광역시 대덕구 중리동 122-4 지상1층 ,20110404,한식,"돼지갈비,갈비탕",042 635 5678,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200110_14%2F1578588491699anjdb_JPEG%2FCdxefOwDu8vQbWCFmNvLhwst.JPG.jpg,36.3606403,127.4322375
352,낙동생오리대전점,"대전광역시 대덕구 계족산로36번길 9, 1층 (중리동)",대전광역시 대덕구 중리동 505-4 (1층) ,20101006,,"생오리참숯구이, 생오리양념주물럭구이",042 627 5288,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191125_146%2F1574643161290EbSrG_JPEG%2FgBvScP7PKDuSzvquI_uBLUcZ.jpg,36.3619258,127.4357204
353,예산소복갈비,"대전광역시 대덕구 송촌남로 43 (송촌동,(2층))",대전광역시 대덕구 송촌동 242-48 (2층) ,20110701,한식,"소복갈비,돼지갈비",042 635 2401,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20131230_280%2Fbluestick526_1388409477635yETgo_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2_%25C1%25A6%25B8%25F1IMG_1097%2528%25C1%25A6%25B8%25F1%2529.jpg,36.3556539,127.4420252
354,우리손칼국수,"대전광역시 대덕구 선비마을로 9, 1층 (송촌동)",대전광역시 대덕구 송촌동 506-2 (1층) ,20141008,한식,칼국수,042 626 8283,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA2MjZfNjEg%2FMDAxNTYxNTIxMzk5MjQ0.Irh8KzTWgY1ZyK4bQ9v9wAcmrSxOlAxMkLg_KzndUNIg.TyGOiBUDhZFq1WtQWbz6SWYgM5bcQn0FXyxOJBYyaLgg.JPEG.ilypjk%2F20190615_151213.jpg,36.3623281,127.4461952
355,강길도낙지마을,"대전광역시 대덕구 선비마을로 9 (송촌동,1동 102호)",대전광역시 대덕구 송촌동 506-2 1동 102호 ,20120627,한식,"낙지철판구이,낙지볶음",042 639 8582,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MDdfMTQw%2FMDAxNjU5ODQxNDkxNTMy.ZVpaO6KKrEHamKW06VCTEJ4FzjmtTK9LIPKYDFLTKZMg.82LBsAQ6Nu53yuy0C2Ha2RNXyIfnt88BKCU_fT3bGRIg.JPEG.vldksltmxm04%2F20220806%25A3%25DF124831.jpg,36.3623281,127.4461952
356,백마강민물장어,대전광역시 대덕구 동서대로 1752 (비래동),대전광역시 대덕구 비래동 561-1 ,20111228,한식,장어구이,042 628 3883,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fimage.nmv.naver.net%2Fblogucc28%2F2017%2F08%2F29%2F577%2F78c04cebd0751f6f57107436f0f68629e6c8_ugcvideo_270P_01_origin_logo.jpg,36.3520985,127.4433887
357,계족산산골보리밥,"대전광역시 대덕구 장동로 223-10 (장동,(1층))",대전광역시 대덕구 장동 367-4 (1층) ,20121224,한식,보리밥,042 625 2758,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210322_155%2F16164161974101gp5x_JPEG%2FO7fT09mSZt17nTeo1pDMOvwc.jpg,36.4140299,127.4379819
358,통큰갈비신탄진점,"대전광역시 대덕구 신탄진동로 18, 1층 (신탄진동)",대전광역시 대덕구 신탄진동 155-16 (1층) ,20121224,한식,돼지갈비,042 933 9329,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190119_295%2F1547895469104PtBjN_JPEG%2Fm1UyhZmQfIYO5aJLq567bzKl.jpg,36.4475232,127.4314735
359,김밥천국석봉점,"대전광역시 대덕구 대덕대로 1554, 1층 (석봉동)",대전광역시 대덕구 석봉동 309-11 (1층) ,20130405,한식,원조김밥,042 932 0222,NULL,36.4490116,127.420874
360,샤브쌈주머니오정점,"대전광역시 대덕구 한밭대로 1048, 2층 (오정동)",대전광역시 대덕구 오정동 65-8 (2층) ,20130405,한식,"소고기월남쌈, 오리월남쌈",042 624 8485,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_117%2F1621165869286m1ATC_JPEG%2FaWS2S6hl2XuMIB2GC48sBd8R.jpeg.jpg,36.358153,127.4148825
361,다모아밥상,"대전광역시 대덕구 한밭대로 1027, 지하1층 (오정동)",대전광역시 대덕구 오정동 62-1 (지하1층) ,20140404,한식,삼겹살,042 637 1120,NULL,36.3587785,127.4126905
362,비빔국수전문점길갈,"대전광역시 대덕구 신탄진로567번길 2, 1층 (상서동)",대전광역시 대덕구 상서동 279 (1층) ,20140404,분식,"비빔국수,왕만두",042 671 3060,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_90%2F1441016422819UJp0A_JPEG%2F126271548566148_0.jpg,36.4299026,127.4213952
363,계족산염소맛집,"대전광역시 대덕구 송촌북로36번길 11, 2층 (송촌동)",대전광역시 대덕구 송촌동 449-6 (2층) ,20140711,한식,"오리양념불고기, 오리탕미나리샤브",042 636 5292,NULL,36.3658465,127.4367384
364,삼돈이,"대전광역시 대덕구 대덕대로 1554, 1층 (석봉동, 별관 )",대전광역시 대덕구 석봉동 309-11 (별관1층) ,20140404,한식,삼겹살,042 932 8292,NULL,36.4490116,127.420874
365,장동감나무보리밥,대전광역시 대덕구 장동로 231 (장동),대전광역시 대덕구 장동 347-5 ,20150713,한식,보리밥,042 585 5353,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MjVfNDMg%2FMDAxNTkwMzczODg2ODUz.Y-Ihc-ANN7c7rVqK2t4XmVA5gBFPYrG2wH7Y4mcd9rog.mCDy2PGPaiz3sLwtG6BHYVcIWj5rYJagiD2GK_h9P8gg.JPEG.daedeokgu%2F15.jpg,36.4140386,127.4390489
366,김연수소국밥막국수,"대전광역시 대덕구 대전로1370번길 13-14, 1-2층 (읍내동)",대전광역시 대덕구 읍내동 306 1-2층 ,20170706,한식,소머리국밥,042 634 3325,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181113_146%2F1542085114185mriRQ_JPEG%2F4ovQwTVHpSzRuExzLS5hrV-G.jpg,36.3764712,127.4216429
367,딜리버리 팩토리 대전본점,"대전광역시 대덕구 송촌북로 1, 1층 (중리동)",대전광역시 대덕구 중리동 503-3 1층 ,20160411,한식,"돼지족발, 만두전골",042 621 8883,NULL,36.3626881,127.4368403
368,소도둑대전송촌점,"대전광역시 대덕구 송촌북로4번길 49, 1층 (송촌동, 101호)",대전광역시 대덕구 송촌동 475-6 101호 ,20170410,한식,숙성양념더줌(소고기),042 639 6036,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181023_251%2F1540272004014FYKIY_JPEG%2FU1bLZpVd_ewCmTJSoY8Fl23Q.jpg,36.363367,127.4397694
369,명품진한우,"대전광역시 대덕구 한밭대로1006번길 105, 2층 (오정동)",대전광역시 대덕구 오정동 275-3 2층 105호,20160411,한식,한우구이,042 628 9277,NULL,36.354817,127.4144161
370,샤브쌈주머니비래점,"대전광역시 대덕구 비래동로 20, 2층 (비래동)",대전광역시 대덕구 비래동 139-1 2층 ,20170410,한식,샤브샤브,042 622 3339,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MTZfMjMg%2FMDAxNjU1MzQxNjc1Mjcx.Z2_e8S6fNtziM0-SpRSWQiiC-jCojUIGSLgt-nXiccgg.T50r-ujWftk0_B05hkCqWe1iZssU5nDDpV2_AejXWNkg.JPEG.entz94%2F1655341674290.jpg,36.3555491,127.4503245
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
